protein	domains	numofdoms	mindnds	maxdnds	stdevdnds	domcount	bp	dnds	divergence	percentile
ATP7A	E1-E2_ATPase,HMA,Hydrolase	3	1.33000000000000007105	2.14000000000000012434	0.364447831962576296316	340	46757	1.41,2.14,1.33 40.5965 0.587786
TPX2	Aurora-A_bind,TPX2,TPX2_importin	3	0	1.12999999999999989342	0.462337058384416632606	12	924	0.0,0.5,1.13 40.2279 0.580153
C5	A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,ANATO,NTR	7	1.16999999999999992895	2.45000000000000017764	0.449598460306754321714	364	24793	2.14,1.65,1.34,2.45,2.28,1.17,1.67 39.1979 0.572519
KDM5C	ARID,JmjC,JmjN,PHD,PLU-1,zf-C5HC2	6	0.44000000000000000222	1.8899999999999999023	0.461591449949700249888	566	32762	0.88,0.72,0.67,0.98,1.89,0.44 38.7418 0.564885
PAPSS2	APS_kinase,ATP-sulfurylase,PUA_2	3	1.1399999999999999023	2.39999999999999991118	0.518030458134997706665	28	1656	2.4,1.9,1.14 38.6036 0.557252
SARDH	DAO,GCV_T,GCV_T_C	3	1.62999999999999989342	2.54000000000000003553	0.407458245986287881379	127	12804	2.54,1.63,1.73 37.3823 0.549618
PRPF8	PRO8NT,PROCN,PROCT,PRP8_domainIV,RRM_4,U5_2-snRNA_bdg,U6-snRNA_bdg	7	0	0.75	0.242941161936929300724	19	3890	0.75,0.26,0.33,0.17,0.0,0.0,0.08 37.3043 0.541985
PLXNA3	PSI,Plexin_cytopl,Sema,TIG	4	0.969999999999999973355	1.70999999999999996447	0.297184706874361215245	517	80306	1.68,0.97,1.51,1.71 34.1598 0.534351
MMP16	DUF3377,Hemopexin,PG_binding_1,Peptidase_M10	4	1.23999999999999999112	2.45999999999999996447	0.438406204335659466231	407	25055	1.24,1.76,2.46,1.66 32.9258 0.526718
SUV39H1	Chromo,Pre-SET,SET	3	0.75	1.57000000000000006217	0.345350063944784402281	255	28512	0.75,1.57,1.34 31.6636 0.519084
SLC26A4	STAS,Sulfate_tra_GLY,Sulfate_transp	3	1.70999999999999996447	2.4700000000000001954	0.327142510570274658299	113	14224	1.87,1.71,2.47 31.2964 0.51145
OGT	Glyco_transf_41,TPR_1,TPR_8	3	0.0899999999999999966693	1.80000000000000004441	0.730311957697226454833	724	18141	0.09,1.4,1.8 31.2916 0.503817
DVL3	DIX,Dishevelled,Dsh_C	3	0.880000000000000004441	1.87999999999999989342	0.416973220562983637461	59	4096	0.88,1.56,1.88 28.9478 0.496183
SRPX2	DUF4174,HYR,Sushi	3	1.84000000000000007994	3.33000000000000007105	0.608404105472304945756	1373	43745	2.56,3.33,1.84 28.8826 0.48855
MCCC1	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,CPSase_L_chain	4	1.07000000000000006217	1.92999999999999993783	0.356195171219375106286	168	15622	1.07,1.93,1.11,1.15 28.4848 0.480916
DRP2	EF-hand_2,EF-hand_3,Spectrin,ZZ	4	1.41999999999999992895	2.54999999999999982236	0.446563265394725406043	1323	73213	2.55,1.55,1.63,1.42 27.9248 0.473282
TLN1	I_LWEQ,Talin_middle,VBS	3	0.670000000000000039968	1.56000000000000005329	0.406147209217982363416	28	2128	1.56,1.5,0.67 27.4718 0.465649
PCDH11Y	Cadherin,Cadherin_2,Protocadherin	3	1.26000000000000000888	2.08000000000000007105	0.338755893757666681765	2154	208285	1.78,2.08,1.26 26.8604 0.458015
FASN	Ketoacyl-synt_C,Thioesterase,ketoacyl-synt	3	1	1.5	0.219291789378647017372	12	2913	1.0,1.5,1.08 26.6165 0.450382
SUPT5H	CTD,Spt5-NGN,Spt5_N	3	0	0.75	0.334365069946009729751	10	1056	0.75,0.09,0.0 26.4817 0.442748
ADAM2	ADAM_CR,Disintegrin,Pep_M12B_propep,Reprolysin	4	1.5	2.31000000000000005329	0.303016088681772821634	424	44921	2.31,1.77,2.05,1.5 26.0036 0.435115
GPSM1	GoLoco,TPR_10,TPR_12	3	1.34000000000000007994	2.66999999999999992895	0.565469323266572510001	256	8443	2.67,1.67,1.34 24.8038 0.427481
ATP6V1B2	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N	3	0.890000000000000013323	1.56000000000000005329	0.27884683171152502279	69	6636	0.89,1.56,1.11 17.9679 0.419847
GRIA3	ANF_receptor,Lig_chan,Lig_chan-Glu_bd	3	0.790000000000000035527	1.27000000000000001776	0.203960780543711361901	342	59915	1.27,1.15,0.79 17.1513 0.412214
GGA1	Alpha_adaptinC2,GAT,VHS	3	1.1100000000000000977	1.73999999999999999112	0.257207222984805639054	143	14956	1.11,1.74,1.43 16.9474 0.40458
CAD	Amidohydro_4,CPSase_L_D3,CPSase_sm_chain,MGS	4	1.33000000000000007105	2	0.258553669476957903584	61	5501	1.49,1.78,2.0,1.33 15.622 0.396947
AC068533.7	ASL_C2,Lyase_1,RNA_pol_Rpb4	3	0.75	1.21999999999999997335	0.198158185969357997225	32	4814	0.75,1.22,1.09 14.0109 0.389313
DLG3	Guanylate_kin,MAGUK_N_PEST,PDZ_assoc,SH3_1	4	0.729999999999999982236	1.66999999999999992895	0.367585024178080477242	779	30380	1.67,1.27,0.73,1.58 13.4752 0.381679
PIK3CG	PI3K_C2,PI3K_rbd,PI3Ka	3	1.5	2.0299999999999998046	0.219241115365404554138	119	13461	2.03,1.5,1.69 13.144 0.374046
TOP1MT	Topo_C_assoc,Topoisom_I,Topoisom_I_N	3	1.31000000000000005329	2	0.282881993457028302341	51	3197	2.0,1.31,1.6 12.2356 0.366412
WAS	PBD,WH1,WH2	3	0.81999999999999995115	1.52000000000000001776	0.286744175568087567019	153	9210	0.82,1.12,1.52 12.0826 0.358779
VPS13A	ATG_C,Chorein_N,DUF1162	3	1.20999999999999996447	1.52000000000000001776	0.127627931460510990469	22	6486	1.33,1.21,1.52 11.6644 0.351145
DIAPH2	Drf_FH3,Drf_GBD,FH2	3	1.12999999999999989342	1.58000000000000007105	0.196015872373188820843	163	21545	1.21,1.13,1.58 11.659 0.343511
CHD3	CHDCT2,CHDNT,DUF1086,DUF1087	4	0.330000000000000015543	1	0.266176633084123315243	64	4158	0.68,0.33,0.39,1.0 11.5864 0.335878
SLC28A3	Gate,Nucleos_tra2_C,Nucleos_tra2_N	3	1.31000000000000005329	1.79000000000000003553	0.213541565040626213356	42	4513	1.79,1.31,1.73 11.0139 0.328244
TIGD5	CENP-B_N,DDE_1,HTH_Tnp_Tc5	3	1.44999999999999995559	1.87000000000000010658	0.187320284243028295501	77	9752	1.5,1.87,1.45 9.96408 0.320611
ATP2B3	ATP_Ca_trans_C,Cation_ATPase_C,Cation_ATPase_N	3	1.01000000000000000888	1.56000000000000005329	0.256947897874690189823	196	13046	1.55,1.01,1.56 9.40652 0.312977
CACNA2D1	Cache_1,VGCC_alpha2,VWA_N	3	1	1.5	0.231132477644796219263	48	3702	1.5,1.0,1.48 8.91305 0.305344
ZFY	Zfx_Zfy_act,zf-C2H2,zf-H2C2_2	3	1	1.98999999999999999112	0.412499158248299357954	14680	318147	1.0,1.67,1.99 8.85034 0.29771
CLUH	CLU,CLU_N,eIF3_p135	3	0.93000000000000004885	1.25	0.132748718344932487012	7	1443	0.93,1.25,1.14 8.75686 0.290076
PKD1L1	PKD,PKD_channel,REJ	3	1.19999999999999995559	1.60000000000000008882	0.163367343397904651869	162	21360	1.2,1.39,1.6 8.61611 0.282443
SMARCA2	BRK,HSA,QLQ,SnAC	4	0.330000000000000015543	1	0.316267292017369361368	65	2623	0.92,0.33,1.0,0.33 8.55094 0.274809
MTHFD1L	FTHFS,THF_DHG_CYH,THF_DHG_CYH_C	3	1.37999999999999989342	1.73999999999999999112	0.15173075568988059203	57	8907	1.74,1.38,1.64 8.53557 0.267176
DNM1	Dynamin_M,Dynamin_N,GED	3	1.02000000000000001776	1.5	0.19871811414385173733	160	13695	1.19,1.02,1.5 8.16433 0.259542
TMEM63B	DUF221,DUF4463,RSN1_TM	3	0.859999999999999986677	1.1399999999999999023	0.123648246606609349407	24	5299	1.14,0.86,0.9 7.64414 0.251908
NOP56	NOP5NT,NOSIC,Nop	3	0.560000000000000053291	1.12999999999999989342	0.232808934536456235698	43	2304	0.56,1.13,0.83 7.11031 0.244275
STAT4	STAT_alpha,STAT_bind,STAT_int	3	0.859999999999999986677	1.37000000000000010658	0.215148527508065734448	140	8844	1.37,0.86,1.0 6.93153 0.236641
SEC24A	Gelsolin,Sec23_BS,Sec23_helical,Sec23_trunk,zf-Sec23_Sec24	5	1.27000000000000001776	1.89999999999999991118	0.245112219197656494574	342	14859	1.9,1.86,1.82,1.27,1.5 6.70917 0.229008
FBXO10	Beta_helix,F-box-like,NosD	3	1.3600000000000000977	1.77000000000000001776	0.179071680247510522932	148	13449	1.7,1.77,1.36 6.67174 0.221374
ITIH6	ITI_HC_C,VIT,VWA_3	3	1.80000000000000004441	2.25	0.199499373432599991229	101	7400	2.19,2.25,1.8 6.57755 0.21374
PCSK5	GF_recep_IV,P_proprotein,Peptidase_S8	3	1.01000000000000000888	1.32000000000000006217	0.137679176187089247207	118	17598	1.32,1.28,1.01 6.36519 0.206107
NOTCH1	Ank_4,DUF3454,EGF,NOD,NODP,Notch	6	0.599999999999999977796	1.31000000000000005329	0.253338815730151323269	903	28405	0.97,0.6,1.31,0.89,1.08,0.6 5.65805 0.198473
FCGBP	C8,TIL,TILa	3	1.26000000000000000888	1.67999999999999993783	0.18547236990991403105	207	13684	1.32,1.26,1.68 5.14957 0.19084
MAN2A1	Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C	3	2	2.29000000000000003553	0.118602979164381325261	87	12209	2.0,2.13,2.29 4.82675 0.183206
TAF1	DUF3591,TBP-binding,zf-CCHC_6	3	1.39999999999999991118	1.66999999999999992895	0.127279220613578575305	26	3645	1.67,1.67,1.4 4.81776 0.175573
SF3A3	DUF3449,SF3a60_bindingd,Telomere_Sde2_2	3	0	0.5	0.207578633025870207263	21	968	0.0,0.5,0.33 4.78419 0.167939
NDOR1	FAD_binding_1,Flavodoxin_1,NAD_binding_1	3	1.44999999999999995559	1.75	0.139124245031394727645	109	11266	1.46,1.45,1.75 4.31387 0.160305
HUWE1	DUF4414,DUF908,DUF913,HECT,WWE	5	0.75	1	0.0940212741883452718383	180	28285	0.75,0.75,0.86,0.89,1.0 3.6936 0.152672
SMARCA1	DBINO,HAND,SLIDE	3	0.630000000000000004441	1	0.17441967269268174312	38	2114	0.63,1.0,1.0 3.5902 0.145038
ARHGEF9	PH,RhoGEF,SH3_9	3	1.1399999999999999023	1.45999999999999996447	0.146363322667334344596	1567	117396	1.46,1.44,1.14 3.50886 0.137405
KLHL4	BACK,BTB,Kelch_1	3	1.17999999999999993783	1.46999999999999997335	0.119536140513607405667	1262	110101	1.47,1.18,1.36 3.02433 0.129771
GALK1	GHMP_kinases_C,GHMP_kinases_N,GalKase_gal_bdg	3	0.81999999999999995115	1.33000000000000007105	0.215148527508065706693	59	1593	1.19,0.82,1.33 2.9626 0.122137
GFM2	EFG_C,EFG_II,EFG_IV	3	0.839999999999999968914	1.1100000000000000977	0.110855260988772644226	57	5357	1.11,1.0,0.84 2.81298 0.114504
KIF13B	CAP_GLY,DUF3694,KIF1B	3	0.890000000000000013323	1.33000000000000007105	0.188325958557673811544	175	5843	0.89,1.23,1.33 2.76669 0.10687
SHROOM2	ASD1,ASD2,PDZ	3	1.53000000000000002665	1.87000000000000010658	0.153695225111980082744	1092	57208	1.87,1.56,1.53 2.73762 0.0992366
TBRG4	FAST_1,FAST_2,RAP	3	1.60000000000000008882	1.91999999999999992895	0.142361043360417383052	64	3247	1.88,1.6,1.92 2.31123 0.0916031
NPLOC4	NPL4,UN_NPL4,zf-NPL4	3	0.359999999999999986677	0.5	0.0659966329107444377167	8	1957	0.5,0.5,0.36 2.26022 0.0839695
XRCC6	Ku,Ku_C,Ku_N	3	0.800000000000000044409	1	0.0817856276425686229414	36	3230	1.0,0.89,0.8 1.4676 0.0763359
DGKB	DAGK_acc,DAGK_cat,DAG_kinase_N	3	1.05000000000000004441	1.25	0.0942809041582063217524	155	10916	1.05,1.05,1.25 1.32796 0.0687023
SNN	SNN_cytoplasm,SNN_linker,SNN_transmemb	3	0.330000000000000015543	0.5	0.0801387685344753797345	3	258	0.33,0.33,0.5 1.17163 0.0610687
PELO	eRF1_1,eRF1_2,eRF1_3	3	0.75	0.880000000000000004441	0.0531245915016974254441	17	2814	0.88,0.75,0.82 1.14318 0.0534351
VLDLR	FXa_inhibition,Ldl_recept_a,Ldl_recept_b	3	1.33000000000000007105	1.58000000000000007105	0.103387082795138807167	1457	42962	1.58,1.33,1.49 0.762134 0.0458015
UNC13B	C1_1,DUF1041,Membr_traf_MHD	3	1.23999999999999999112	1.42999999999999993783	0.0833999733546453292377	335	15343	1.24,1.27,1.43 0.725747 0.0381679
MSN	ERM,FERM_C,FERM_M,FERM_N	4	1.47999999999999998224	1.62999999999999989342	0.0626498204307083111919	445	34299	1.48,1.63,1.58,1.49 0.724323 0.0305344
NFIB	CTF_NFI,MH1,NfI_DNAbd_pre-N	3	0.579999999999999960032	0.709999999999999964473	0.0535412613473633669514	132	11423	0.58,0.63,0.71 0.602335 0.0229008
ITPR3	Ins145_P3_rec,RIH_assoc,RYDR_ITPR	3	0.859999999999999986677	0.93000000000000004885	0.0286744175568087802941	73	13616	0.9,0.93,0.86 0.374386 0.0152672
GSPT2	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3	3	0.760000000000000008882	0.859999999999999986677	0.0449691252107734598664	275	19878	0.86,0.85,0.76 0.325053 0.00763359
