CHUK	Pkinase,IKKbetaNEMObind,IIGP	3	270029	1688	0.82,4.0,1.11	0.82	4.0	1.4356028544	730.296802181	0.962689
TPX2	Atx10homo_assoc,TPT,TPX2,TPX2_importin	4	4683	44	4.67,1.19,0.5,1.13	0.5	4.67	1.63759541707	726.798714545	0.962301
ECSIT	ECR1_N,ECIST_Cterm,ECSIT,ECH_C	4	1855	19	2.0,5.0,0.5,1.79	0.5	5.0	1.64909634346	724.517459316	0.961912
APC	APC_15aa,Suppressor_APC,APCDDC,SAICAR_synt,APC_crr,EB1,EB1_binding,APC_basic,SAMP,Arm	10	21030	491	1.43,5.0,2.13,1.17,1.26,0.43,3.67,4.33,8.0,1.5	0.43	8.0	2.22608086107	721.762968324	0.961524
USP7	USP7_C2,USP7_ICP0_bdg,URO-D,MATH,UCH	5	84613	322	1.12,1.53,3.13,0.42,0.42	0.42	3.13	0.99801001999	710.698525267	0.961135
AP2A1	Alpha_adaptin_C,Alpha_adaptinC2,Adaptin_N	3	17170	180	1.35,0.97,5.0	0.97	5.0	1.81682873895	698.42025708	0.960746
GLYAT	Gly_acyl_tr_N,Glutenin_hmw,Gly_acyl_tr_C	3	4044	24	1.6,1.75,4.6	1.6	4.6	1.38021737418	697.69988265	0.960358
MCM10	Mcm10,zf-primase,MazG,zf-piccolo	4	2069	8	4.0,1.82,1.4,1.67	1.4	4.0	1.03721682883	697.450526123	0.959969
NOTCH2	EGF_CA,Not3,Ank_2,NOD,Ank,NOC3p,DUF3452,DUF3454,NODP,Notch,EGF	11	168184	4525	1.26,1.4,6.0,0.7,1.19,1.53,8.0,0.78,1.17,0.18,0.6	0.18	8.0	2.39060004916	694.831935289	0.95958
RBL1	Rav1p_C,DUF3452,RB_A,Rb_C,RB_B	5	5085	59	6.0,3.17,1.36,1.5,3.33	1.36	6.0	1.6763937485	670.39838406	0.959192
DFFA	DFF-C,CIDE-N,CIAPIN1,DERM	4	3831	23	1.4,4.44,4.0,2.0	1.4	4.44	1.28716743278	651.767862709	0.958803
UTP3	Sarcolipin,Sas10,Sas10_Utp3	3	1045	8	2.0,5.0,1.67	1.67	5.0	1.49806541913	651.630368596	0.958414
GUCY1A2	HNOB,HNOBA,Guanylate_cyc,HNH_3	4	24890	162	1.04,4.0,0.79,1.14	0.79	4.0	1.30958724413	645.876302999	0.958026
NUTM2A	NUT_C,NUP50,NUT_N	3	11110	70	5.0,2.13,2.04	2.04	5.0	1.37463530517	645.79581131	0.957637
DNAJC28	DnaJ,DUF1992,DUF1982	3	12752	168	6.0,2.5,1.57	1.57	6.0	1.90729010786	641.341738737	0.957248
FBXO3	SMI1_KNR4,SMC_hinge,F-box,DUF498,DUF525	5	8168	97	2.89,1.25,1.67,5.0,0.4	0.4	5.0	1.59566161826	618.077060316	0.95686
HBS1L	HAUS6_N,GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3,HBS1_N	5	19475	287	0.94,0.9,0.76,4.4,5.33	0.76	5.33	1.98163165094	614.518129468	0.956471
OR52M1	6PGD,7TM_GPCR_Srsx,7tm_4	3	157886	639	1.23,3.69,2.55	1.23	3.69	1.00518654985	610.97654723	0.956082
RICTOR	RasGEF_N_2,RasGEF_N,RICTOR_V,RIC3,RICTOR_phospho,RICTOR_M,RICTOR_N	7	9614	154	0.75,1.75,0.5,1.0,6.0,1.35,1.6	0.5	6.0	1.7443787269	598.944895729	0.955694
GTF3C4	TFIIH_BTF_p62_N,zf-TFIIIC,TFIIIC_delta,zf-TAZ	4	1993	29	5.0,2.0,0.21,2.0	0.21	5.0	1.72032518728	566.311475539	0.955305
GTF2E1	TFIID_90kDa,TFIIE_alpha,TF_Zn_Ribbon,TFIIE-A_C-term	4	1934	17	3.0,4.0,0.5,1.2	0.5	4.0	1.39351175094	554.863590711	0.954916
CBWD2	Coatomer_WDAD,cNMP_binding,CobW_C,cobW	4	23325	219	1.83,5.0,1.34,2.71	1.34	5.0	1.40490213182	547.652020743	0.954528
RAD21L1	Rad21_Rec8_N,Rad21_Rec8,Rad10	3	1185	24	0.71,5.0,0.0	0.0	5.0	2.20877542745	545.291433651	0.954139
SPIDR	DUF4503,DUF4502,DUF4500	3	2629	29	5.33,1.67,2.08	1.67	5.33	1.63728094379	543.246429671	0.95375
SQLE	SDF,Put_Phosphatase,Pyr_redox,SE	4	12537	110	4.8,3.5,1.38,1.75	1.38	4.8	1.3780126088	537.131024923	0.953362
TMEM201	DUF2431,DUF2448,Ima1_N,Ig_Tie2_1	4	4489	19	1.82,1.5,3.5,1.13	1.13	3.5	0.906735214933	507.720656853	0.952973
MMS22L	MMS22L_C,MMS22L_N,MMS1_N	3	10593	30	1.04,2.9,2.15	1.04	2.9	0.764068059796	501.81392336	0.952585
FOCAD	DUF2962,DUF3028,DUF3719,DUF3730	4	4193	22	2.0,1.76,0.0,2.65	0.0	2.65	0.98082554514	495.381545616	0.952196
FAM214B	Chromosome_seg,Chromo_shadow,DUF4209,DUF4210	4	1210	21	3.0,5.0,1.0,0.33	0.33	5.0	1.82665507144	491.518086293	0.951807
ATG2A	ATG2_CAD,Chorein_N,ATG_C,Chon_Sulph_att	4	5155	21	2.75,1.29,3.33,1.18	1.18	3.33	0.926320004102	488.887437403	0.951419
RNGTT	DSPc,ketoacyl-synt,mRNA_cap_C,mRNA_cap_enzyme	4	19034	132	1.4,1.08,4.0,1.57	1.08	4.0	1.16089136012	488.799287528	0.95103
KCNA10	Ion_trans,Involucrin_N,BTB_2,BTB	4	153572	1246	1.06,1.05,4.0,0.94	0.94	4.0	1.29267890445	487.535322009	0.950641
HIRA	WD40,Hint,HIRAN,Hira,HIRA_B	5	100257	3720	7.0,0.0,0.61,1.18,1.25	0.0	7.0	2.53640217631	478.506588961	0.950253
GRM5	NCD3G,7tm_3,Glu-tRNAGln,ANF_receptor,GluR_Homer-bdg	5	50388	353	1.18,1.3,1.0,4.0,1.88	1.0	4.0	1.10407246139	472.793228197	0.949864
GPHN	MoeA_C,MoCF_biosynth,MoeA_N,Mod_r,Mo25	5	7522	65	1.15,1.67,2.47,4.0,0.6	0.6	4.0	1.18405067459	465.874756808	0.949475
MGMT	DNA_binding_1,DNA_RNApol_7kD,Methyltransf_1N,Methyltransf_18	4	1970	19	0.5,4.0,1.52,2.0	0.5	4.0	1.27282166858	461.900284465	0.949087
PAICS	SAICAR_synt,AIRC,AIP3,SAF	4	2275	15	2.0,2.33,1.5,4.33	1.5	4.33	1.07487208541	461.353013594	0.948698
UBE4A	Tyrosinase,Ufd2P_core,U-box,UcrQ	4	6045	37	2.87,1.05,1.5,3.7	1.05	3.7	1.05898536345	458.490575228	0.948309
GHITM	BaxI_1,Bax1-I,Basic	3	6022	64	2.07,1.1,4.5	1.1	4.5	1.43006604354	457.504941067	0.947921
ATP1A1	Dzip-like_N,Cation_ATPase_C,CathepsinC_exc,Hyd_WA,Cation_ATPase_N,Hydrolase,E1-E2_ATPase	7	49104	467	2.0,1.02,1.48,4.67,1.4,1.13,1.33	1.02	4.67	1.18267769515	453.899036898	0.947532
ZSWIM3	SWIM,MTS,MULE	3	1021	23	1.67,6.0,1.25	1.25	6.0	2.14703413004	452.720816181	0.947143
CCDC82	DUF4195,DUF4196,DUF4211	3	2401	32	2.36,5.5,1.8	1.8	5.5	1.62833248038	452.050539249	0.946755
RAP1GAP	GoLoco,Rap1_C,Rap_GAP	3	7408	88	2.6,4.5,0.88	0.88	4.5	1.47846767522	450.545551223	0.946366
UBA3	UBA_e1_thiolCys,E2_bind,E2F_TDP,ThiF,UBACT	5	10749	150	1.13,5.0,1.81,1.53,4.5	1.13	5.0	1.61936530777	449.089188484	0.945977
TERF2IP	Rap1_C,Myb_Cef,Ran_BP1,Myb_DNA-bind_2	4	8788	70	1.67,2.0,1.54,4.5	1.54	4.5	1.2082502845	448.994090866	0.945589
INCENP	INCENP_N,INCA1,INCENP_ARK-bind	3	824	5	2.57,0.0,1.0	0.0	2.57	1.05776493923	448.001531302	0.9452
MTHFD1L	THF_DHG_CYH_C,THF_DHG_CYH,FTHFS,FSIP1	4	5796	58	4.44,1.88,1.0,2.0	1.0	4.44	1.27792801049	439.304058205	0.944812
TMEM63A	DUF4461,RSN1_TM,DUF4463,RR_TM4-6,DUF221,DUF2205	6	8929	37	0.0,1.14,2.38,0.86,1.86,0.9	0.0	2.38	0.761205184778	437.199637995	0.944423
TRIT1	IPK,IPPT,zf-C2H2_jaz	3	6739	67	1.76,4.8,1.78	1.76	4.8	1.42837903466	436.754817856	0.944034
NAB1	NCD1,NCD2,Nab1,Na_trans_assoc	4	8170	50	0.14,0.74,1.98,2.75	0.14	2.75	1.02250611245	436.072271801	0.943646
CNOT1	Not1,DUF3819,DUF3814,NosD	4	2605	22	0.33,3.33,1.22,0.33	0.33	3.33	1.22567073474	435.391672364	0.943257
UPF2	MIF4G,Upf2,Ufd2P_core	3	10264	63	1.27,3.7,1.5	1.27	3.7	1.09533353621	433.639417463	0.942868
RARS	Arg_tRNA_synt_N,tRNA-synt_1d,DALR_1,ArgK,tRNA-synt_1c_C,DAG_kinase_N	6	5447	69	2.18,5.0,1.29,0.9,2.5,1.83	0.9	5.0	1.3256277339	429.055746274	0.94248
CELSR2	GPP34,Cactin_mid,Cadherin,DUF3496,DUF3497,Laminin_EGF,7tm_2,EFhand_Ca_insen,7tm_1,Laminin_G_2,EGF,GPS	12	466947	5048	1.52,1.64,0.57,1.77,5.0,1.39,2.16,1.19,1.23,2.21,1.68,1.6	0.57	5.0	1.04339989138	427.565600124	0.942091
RPA2	RPAP3_C,RPA_C,tRNA_anti-codon	3	4041	43	1.75,4.5,1.29	1.29	4.5	1.41728221921	427.544935059	0.941702
MYCL	Myc_N,Myc-LZ,HLH	3	21158	387	0.91,5.0,1.03	0.91	5.0	1.90039177247	424.942430256	0.941314
DEGS2	Lipid_DES,FA_desaturase,Lipase_GDSL_2	3	9454	45	0.97,0.92,3.0	0.92	3.0	0.968951323167	423.417086293	0.940925
RCHY1	zinc_ribbon_2,zf-CHCC,zf-CHY,zinc_ribbon_6,zf-RING_2	5	12719	207	5.0,0.5,1.37,2.0,2.0	0.5	5.0	1.51627965758	419.251325322	0.940536
BIRC6	DUF3639,DUF3643,BIR,UQ_con	4	20332	216	1.31,4.0,1.38,0.62	0.62	4.0	1.28897973219	410.099404594	0.940148
OBFC1	tRNA_anti-codon,STN1_2,STIL_N	3	4371	42	3.57,4.33,1.29	1.29	4.33	1.29175161011	408.680683688	0.939759
DDI2	Asp_Glu_race_2,Asp_protease,ubiquitin	3	12251	311	6.0,1.28,1.45	1.28	6.0	2.18606190824	406.457934877	0.93937
GPD1	NAD_Gly3P_dh_C,NADH_oxidored,NAD_Gly3P_dh_N	3	2152	21	4.0,1.05,1.32	1.05	4.0	1.33157383907	402.541112378	0.938982
IGF2R	CIMR,CIDE-N,fn2	3	9980	111	4.44,1.18,2.12	1.18	4.44	1.3700608259	401.573468095	0.938593
IFIH1	RIG-I_C-RD,Helicase_C,ResIII,RICTOR_phospho,Rer1,CARD	6	26615	606	1.89,1.35,6.0,2.25,0.67,3.0	0.67	6.0	1.71278201246	400.943473738	0.938204
UQCRFS1	Ricin_B_lectin,UCR_TM,Rieske,UCR_6-4kD	4	9331	110	1.5,1.08,1.5,4.5	1.08	4.5	1.37042876502	397.574092345	0.937816
